idx,problem_id,module,fault,pi_bits,po_bits,gates,exact,probe_vectors,uniform_detection,uniform_activation,expected_random_best4,target_is_pi,target_is_po,all_zero,all_one,zero_or_one,constant2_random2_observed,random,greedy,mcts,best_of_n,evolutionary,vector_evolutionary
162,3f67374e161b1fb3f2f2a2d25bb9da890f029988dddc1d6497fe31cb6fd0e766,top,sa0 n61,39,46,78,False,8192,0.5999755859375,0.5999755859375,0.9743937494277721,False,False,1,1,1,1.0,0.5,0.375,0.8125,0.875,0.75,0.9375
163,469e07a4d2c41f920fa289bed5f6efc4ec21b527387ee51284c558442507ccec,control,sa0 extop,14,23,65,True,16384,0.96875,0.96875,0.9999990463256836,False,True,1,1,1,1.0,0.875,0.6875,1.0,1.0,0.9375,1.0
164,9b41bc9fd3262ed8e61bf395717b5b35a31703dbb117b0093b3388998093a3da,control_unit,sa1 o_mem_write,35,18,65,False,8192,0.97607421875,0.97607421875,0.9999996723090021,False,True,1,1,1,1.0,0.875,1.0,1.0,1.0,1.0,1.0
165,d4bf1fcb716e307fbccb8ef666c85d0ff618aca8fb74cfe59dfdf3bca088ff4c,bcd_to_cathode,sa0 n37,4,7,25,True,16,0.6875,0.875,0.9904632568359375,False,False,0,0,0,0.9375,0.75,0.5,0.6875,0.9375,0.9375,1.0
166,dca1da1093915604b7e231924f7e67badef61e9f0886c19bc887881b062a71a3,cpld_rs485,sa0 n34,16,17,36,True,65536,0.25,0.25,0.68359375,False,False,1,0,1,1.0,0.0625,0.3125,0.6875,0.8125,0.875,0.5625
167,285ff0e7b8525391227789c07dbeaa83e999b089100437831d8d875f842bf567,cu,sa1 iow,9,16,62,True,512,0.998046875,0.998046875,0.9999999999854481,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,6f81e173944145992c6e3c731eca491be133e9d2cca37a95bcf3a306a5492b93,npc,sa1 n35,32,32,74,False,8192,1.0,1.0,1.0,False,False,1,0,1,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0
169,a5ed9024cf75f333eba984f72bed649d84003d5386f8df51366d6a0f125d8952,binary2bcd_double_dabble,sa1 packed_bcd[5],8,24,63,True,256,0.53125,0.53125,0.9517202377319336,False,True,1,1,1,1.0,0.5625,0.4375,1.0,0.9375,0.875,0.875
170,d534e6515018e1b70ed702f99e8a79d278b92589c258c3a168af641e3d9b54d2,mux2n1_16bit,sa1 sel,33,16,17,False,8192,0.499267578125,0.4993896484375,0.9371329836137043,True,False,0,0,0,0.75,0.5625,0.875,1.0,1.0,1.0,1.0
171,644381cf3019cf8f432df6b95940eb1036332a0df43514f57b96793fc64ea226,imem,sa1 n75,6,32,82,True,64,0.65625,0.875,0.9860372543334961,False,False,0,0,0,0.6875,0.5625,0.75,0.9375,1.0,0.9375,1.0
172,2f6f72c4aa8760db17d940d787c825fb9ca7178acbcf77dfb57f6ad2cef06769,cc,sa1 po15,21,20,34,False,8192,0.8616943359375,0.8616943359375,0.999634102143826,False,True,1,1,1,1.0,0.6875,0.625,1.0,1.0,1.0,1.0
173,cd38b5f1e8691e505674d44ad8f0ba4633d06d931e72a92e1e44cd213bde9672,qkt_macro_handler_hub_add_32s_17_1,sa0 n26,32,32,77,False,8192,1.0,1.0,1.0,False,False,1,0,1,1.0,1.0,0.875,0.9375,1.0,0.875,1.0
174,12c0bdd688fb63795ec6e7571ac828a18bdd36d653dfd42815d85e2d313a18af,bm_design,sa0 n179,8,8,79,True,256,0.75,0.75,0.99609375,False,False,1,0,1,1.0,0.9375,0.625,0.9375,0.9375,0.875,1.0
175,2f1e244bb544d56d449314a23d2736cc4141c786ab8cb04e5fbfe93ed2999738,seg7dec,sa0 hex[6],6,14,67,True,64,0.296875,0.296875,0.7555837035179138,False,True,1,0,1,1.0,0.5,0.375,0.5625,0.8125,0.8125,0.75
176,649787b5dea2d3825a24a142e2f3062f2ae7dd184af1a2f48ba1179a44d4f860,aq_vdsp_8_bit_ff1,sa1 n18,8,7,21,True,256,0.0234375,0.046875,0.09050529822707176,False,False,0,1,1,1.0,0.0,0.0,0.0,0.125,0.1875,0.0625
177,9b2a45e9b8cc6c56fb89ca9ac56f5d5920436d423530159f4c31872d8b37804c,minsum,sa1 n104,12,6,66,True,4096,0.515380859375,0.515380859375,0.9448427947945639,False,False,1,1,1,1.0,0.5625,0.4375,0.875,0.9375,1.0,0.75
178,79fb8418da33a095b2859b4a625f4151db63d4c5ace42904f63587acd51583e6,x2,sa1 pi9,10,7,22,True,1024,0.41796875,0.5,0.885241407668218,True,False,1,0,1,1.0,0.3125,1.0,1.0,1.0,1.0,0.8125
179,dd0433b3afa2f29e2be0d96c05bd44e0a42dc6ab2e1ab41eae49f0b6824925c1,forwarding,sa1 n63,22,4,41,False,8192,0.0142822265625,0.432861328125,0.05591662593615232,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
180,d6974236493b1218296468ea52f4995ee74df7e97aa43a997ba0589285378802,top,sa1 n60,59,50,75,False,8192,0.254150390625,0.50146484375,0.690539611483242,False,False,0,0,0,0.375,0.3125,0.1875,0.4375,0.75,0.8125,0.6875
181,2fa22cef7cd00bec5cac905e9bae1e825fe7db6e90f3bc900a5d192e2aff3d9c,binary2hex,sa0 z,4,7,25,True,16,0.5,0.5,0.9375,True,False,0,1,1,1.0,0.4375,0.9375,1.0,0.9375,1.0,0.9375
182,efc24a9431373f0328ffa69468cf5143e5ba403d76a821e7bd4c795e91720472,top,sa1 n61,32,54,102,False,8192,0.861083984375,0.8721923828125,0.9996276003417925,False,False,0,1,1,1.0,0.8125,0.875,1.0,1.0,0.9375,1.0
183,64131799105c3304121e6291f4349ab348980f7f2d90d35f308a074753366a6f,qkt_macro_handler_unit_add_32s_102_4,sa0 n26,32,32,77,False,8192,1.0,1.0,1.0,False,False,1,0,1,1.0,1.0,0.9375,0.875,0.8125,0.8125,1.0
184,b194ca4ea73b33a8325bc8a5c565715ce030f2ecef0eab63caeb422657abb809,mdmux,sa0 n2,65,32,33,False,8192,0.493896484375,0.493896484375,0.9343919066978934,False,False,0,0,0,0.75,0.5,0.375,0.4375,0.8125,1.0,1.0
185,45bd5d5293c70a4d6505296ca418684d7231eff389eb3d0c7309b6813b5eb957,uopcodefpudecoder,sa0 n103,9,18,72,True,512,0.921875,0.96875,0.9999627470970154,False,False,1,1,1,1.0,0.9375,0.875,1.0,1.0,1.0,1.0
186,59214fce95ce9c6473e4cb26f5df1469c78239a2208d29b6dddcd5bc1cc07887,dec7seg,sa1 n33,4,7,23,True,16,0.875,0.875,0.999755859375,False,False,1,1,1,1.0,0.875,0.9375,1.0,1.0,1.0,1.0
187,939aeab1ce74f987662a2f2267b88c06f153c059e700898797dc261b4668b457,adder,sa0 n24,32,32,74,False,8192,1.0,1.0,1.0,False,False,1,0,1,1.0,1.0,0.9375,0.875,1.0,1.0,1.0
188,1ee6b5909fffce06c9767133319975fc00f98fa9f4fd7ae793bc64a00a5f0ca3,partsel_00157,sa1 y[98],144,128,131,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
189,b96ec3b6bd5b2019c528152df49879520957cf711274687f492755d614401067,hazardunit,sa0 n60,21,1,34,False,8192,0.046630859375,0.501220703125,0.1738776705196834,False,False,0,0,0,0.1875,0.125,0.0,0.0,0.125,0.125,0.1875
190,c00130e19580cd783569baae67cccdaafaf886959f19ca4bb95562099b23e4dc,hazard_detection,sa1 n38,16,3,25,True,65536,0.28955078125,0.90869140625,0.7452394580577106,False,False,0,0,0,0.375,0.25,0.4375,0.625,0.9375,0.875,0.9375
191,0ad1f85b2d1d09a62674a226a9a0c1a32c96028f0b9969a3227cbbfd2a992766,alu_cu,sa0 n67,12,5,40,True,4096,0.123291015625,0.986328125,0.409225381196503,False,False,0,0,0,0.25,0.1875,0.0,0.0625,0.25,0.3125,0.3125
192,044c9a46690ff718cce598e1f12f9baafe659d12008f3227948a37ee60692649,ctrl_best_speed,sa1 po00,7,26,67,True,128,0.71875,0.71875,0.9937429428100586,False,True,1,0,1,1.0,0.6875,0.8125,0.875,1.0,0.9375,1.0
193,94f6b3b604e5f46eb561aee648f86fd33e213cceacc2a866addb34b348aafef3,zero_extender,sa0 num_in[5],16,32,33,True,65536,0.5,0.5,0.9375,True,False,0,1,1,1.0,0.4375,0.5625,0.75,0.8125,1.0,0.9375
194,13fb9b274679843c02595bc1366fdfec2221d8fa19af1756b4c47809749c56ad,parityfds,sa1 pi09,16,1,8,True,65536,0.5,0.5,0.9375,True,False,1,0,1,1.0,0.5,1.0,1.0,1.0,1.0,0.8125
195,f776f9fd4878ab5abd2b767d0b9b00a7ef8388d7d3fec7aeb2fb1c19e833a3e3,c432,sa1 n104,36,7,72,False,8192,0.1019287109375,0.726318359375,0.3495060680689155,False,False,1,0,1,1.0,0.0625,0.0,0.0625,0.125,0.3125,0.5
196,0004fc29a8e33f83f4ea7f94e06af01d3df858967c74ad296aafb41e13b85547,top,sa1 y[7],32,60,89,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
197,d9263ab34f168324c1be59cdfbd04e6bb029ce73f5126a12952d328f387db94f,demux,sa1 y2,3,4,6,True,8,0.875,0.875,0.999755859375,False,True,1,1,1,1.0,0.9375,0.8125,0.9375,1.0,1.0,1.0
198,e6d77fec325ee2bf54d153b8943ebd412856016d34caf798b4fe8cb260408202,wideexpr_00975,sa0 y[101],80,128,158,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.8125,1.0,1.0,0.9375,1.0
199,658f7837f05df7bdaef92b431da3b1ca02c74e1e201ff416375680d62c6ec97b,top_module,sa1 out,4,2,2,True,16,0.5625,0.5625,0.9633636474609375,False,True,1,0,1,1.0,0.5,0.5625,0.6875,1.0,1.0,0.9375
200,fa7c4c1f126e10c12e02107423c5205ef21ca34142cfd5be4fd11504bf7f37a5,neg,sa0 n46,32,32,90,False,8192,0.9970703125,0.9970703125,0.9999999999263309,False,False,0,1,1,1.0,1.0,0.8125,0.875,0.9375,0.9375,1.0
201,7c2f759e859ddebd166f015f5ad35bd39ae407bda8290efaa9f7827a1a390c64,top,sa1 y[37],62,40,75,False,8192,0.9937744140625,0.9937744140625,0.9999999984978236,False,True,1,1,1,1.0,1.0,0.8125,0.875,0.9375,1.0,1.0
202,1cffdbf26ae86c4d59eca955eb3d8d38589009c521332dccda22cabbd2c69609,cordic,sa0 n40,23,2,24,False,8192,0.4249267578125,0.9443359375,0.890631402626475,False,False,0,0,0,0.6875,0.4375,0.3125,0.6875,0.8125,0.9375,0.875
203,8c5e20b09122f50d559113052823cba7cad3e67fcbfb7fc5385a0633ed822974,oct7seg,sa0 n11,3,7,11,True,8,0.125,0.25,0.413818359375,False,False,0,1,1,1.0,0.25,0.125,0.1875,0.375,0.5,0.375
204,73d6dbf9783ccd1ab354f5babb9fdbbc6083ed91b9a9bfe5ac8e9d9607a4e2d3,look,sa0 cin,9,5,12,True,512,0.5,0.5,0.9375,True,False,0,1,1,1.0,0.6875,0.9375,1.0,1.0,1.0,1.0
205,3dc64e23dba82515ed93f2018d25f5aef3e17d48c18a3c6597f8c20fc6f8b51f,duc,sa0 n52,18,16,73,False,8192,0.9949951171875,0.9949951171875,0.999999999372555,False,False,1,1,1,1.0,1.0,0.8125,0.9375,0.9375,0.9375,1.0
206,188aba41cca740673dda595d67f81071cc0666f9a4b6f864b34e66b4225f273d,rv_branch_test,sa0 n51,67,1,27,False,8192,0.504638671875,0.753173828125,0.939787259182534,False,False,0,0,0,0.875,0.5,0.75,0.875,0.875,1.0,1.0
207,df7a1a9bbbeb03e6a0caab53acad0533a110727621fe888f35823ee31fb4f0ba,seven_seg_decoder,sa0 n31,4,7,24,True,16,0.875,0.9375,0.999755859375,False,False,1,1,1,1.0,0.9375,0.8125,1.0,1.0,1.0,1.0
208,44f9c8dd4c5f9c5219ad1fb19768c01c64f6d584e4d99c019e635c957026ea56,qkt_macro_handler_unit_add_26sx17u_27s_1,sa0 n9,43,27,82,False,8192,0.511474609375,0.511474609375,0.9430428090079168,False,False,0,1,1,1.0,0.5,0.5,0.625,0.8125,0.625,0.9375
209,76d66de76fce35d3be6fb3d41cee298c66b4f302d1a152d4022cc3331151ac6b,final_adder_2,sa1 n140,64,32,93,False,8192,0.495849609375,0.495849609375,0.9353988227901446,False,False,0,1,1,1.0,0.5625,0.5625,0.8125,0.9375,0.875,1.0
210,74e176d1e1617da2607d66aefe252ffe65fc9f0410e3ebbec7171f2c31073380,hexto7segment,sa1 n33,4,7,23,True,16,0.875,0.875,0.999755859375,False,False,1,1,1,1.0,0.9375,0.75,1.0,1.0,1.0,1.0
211,27210a440fa79f15dd13695acaafc50e1557ca653bac1ced5602ca0fa4d502fc,top,sa1 x6,27,14,39,False,8192,0.505859375,0.505859375,0.9403785902395612,True,False,1,0,1,1.0,0.4375,0.75,1.0,1.0,1.0,1.0
212,9aec0438705bcc89c9a0ebc7c592344e1275942552b512014cdd1984fd374125,expadd,sa1 n64,40,18,51,False,8192,0.801513671875,0.858642578125,0.9984478903806426,False,False,1,1,1,1.0,0.75,0.6875,0.8125,1.0,1.0,1.0
213,13865160baeeaa15234fd63838ef475bf6ecf0d5d126e18cc93e0868042ac6a6,hazraddetect,sa0 n38,16,1,24,True,65536,0.46923828125,0.95361328125,0.9206406015582047,False,False,0,0,0,0.6875,0.4375,0.4375,0.8125,1.0,1.0,1.0
214,f7a590f4d394caa5f080553604469348cfecb52861ca36d6cdb5b9900ccd4b8b,decodificador,sa1 catodo2[5],9,32,70,True,512,0.5,0.5,0.9375,False,True,1,0,1,1.0,0.375,0.5625,0.8125,0.9375,0.875,0.9375
215,e9477866914eed5fdf373d11500cf61a0888a1158559b718859185f9829e644c,sct,sa0 pi04,19,15,39,False,8192,0.5059814453125,0.5059814453125,0.9404374828487361,True,False,0,1,1,1.0,0.5625,1.0,1.0,1.0,1.0,0.875
216,5d2ec4d31a1bc603f73e66a2a106f1c8c78f75aee422580e796b157cf4b33ffc,se_handler,sa1 se_11[5],16,80,84,True,65536,0.5,0.5,0.9375,False,True,1,0,1,1.0,0.6875,0.25,0.6875,0.9375,0.875,0.9375
217,2f9a38510c19d9a97d73497fca32b0f6ef5b78afcbb0b96da7943a0ebdc77539,hex2seg,sa0 n32,4,7,24,True,16,0.3125,0.625,0.7765960693359375,False,False,0,0,0,0.125,0.0,0.375,0.6875,0.8125,0.75,0.625
218,768264edeba52e7dcbfda4a384f13d04c44abcbbd5c280c30621448da8fdd04b,n_bit_magnitude_comparator,sa1 n30,8,3,21,True,256,0.09375,0.25,0.3254842758178711,False,False,1,1,1,1.0,0.125,0.375,0.75,0.875,0.9375,0.5
219,153a182faf8c7924c828820fdcee2be7c0a47f9e51e247570151661f621cebc8,crc16_d16,sa0 n65,32,16,51,False,8192,0.5052490234375,0.5052490234375,0.9400834718338336,False,False,0,0,0,0.75,0.4375,0.5,0.625,0.875,0.9375,0.9375
220,280120de34d355adce9f288a58a8254bea56f45f6c52b1a5e11efe8e9a82539d,wideexpr_00942,sa1 y_3,80,128,174,False,8192,0.8475341796875,0.8475341796875,0.999459631556675,False,False,0,1,1,1.0,0.9375,0.8125,0.875,1.0,1.0,1.0
221,73c7f8571ab45a621a68983d35f37618ab10a4c388fba52d9f4cfbd54b402212,encoder,sa1 in3,16,4,24,True,65536,0.0001220703125,0.5,0.0004881918503085725,True,False,1,0,1,1.0,0.0,0.4375,0.625,0.9375,0.9375,0.0
222,49c777bb83b0435602042954e6a19c086ae088c13d2c5c2fae2cd30c89a67ab7,decoder,sa1 c6,6,13,25,True,64,0.875,0.875,0.999755859375,False,True,1,1,1,1.0,0.8125,0.8125,1.0,1.0,1.0,1.0
223,84bdbf2f6719e2412cc2687a6aec6cb146e43349bd89a11b4c0f5992cdf9184c,instructionmemory,sa0 address[3],32,32,72,False,8192,0.021728515625,0.4991455078125,0.08412210384369345,True,False,0,0,0,0.0,0.0,0.0625,0.0,0.125,0.0625,0.0
224,231a60964c3e52a283e84988953e11d540b613be5684527156ea369a0f230818,obj4,sa1 co,3,2,3,True,8,0.5,0.5,0.9375,False,True,1,0,1,1.0,0.5,0.75,0.9375,1.0,1.0,0.9375
225,c5bf966d9823bd55d1af187895525f70f5202e83e8b7ec1f88a92c19de54ae88,qkt_macro_handler_unit_add_32sx1u_32s_1,sa1 n23,33,32,78,False,8192,1.0,1.0,1.0,False,False,1,0,1,1.0,1.0,1.0,1.0,0.9375,1.0,1.0
226,466574ec3ce9e3e014b60fa1c54c58ad27830fe9d91ca8097c88a3a5aedaff32,cp,sa0 n33,5,32,50,True,32,0.875,0.875,0.999755859375,False,False,1,1,1,1.0,0.625,0.9375,1.0,1.0,1.0,1.0
227,2ff8696b6d97b0977060bd752614a6e7a3a815f887fa8b2361ce33eae436839c,equals,sa1 n81,64,1,54,False,8192,0.0,0.509765625,0.0,False,False,1,1,1,1.0,0.0,0.5,0.625,0.75,0.8125,0.0
228,3b9d0c5cde7142364fa600f56c1608795b880caecd7f9102929629b58f4f12ff,shifter,sa0 lr,6,5,8,True,64,0.46875,0.5,0.9203481674194336,True,False,0,1,1,1.0,0.5625,0.875,0.9375,1.0,1.0,0.9375
229,d434247591b8e7d27d0a59bc45eb61006a442b33b8d240dc0b01ece2528ca2a3,mux3to1,sa1 n38,98,32,37,False,8192,0.4986572265625,0.4989013671875,0.9368259038750926,False,False,0,0,0,0.75,0.5625,0.1875,0.375,0.6875,0.5,1.0
230,f0790f74b96fa4d09c2354c84564c5dd5b637c1f201d87dcb29804f0c98d42af,display,sa1 n53,23,12,41,False,8192,0.3145751953125,0.4993896484375,0.7792812297058018,False,False,1,0,1,1.0,0.25,0.375,0.4375,0.625,0.75,0.6875
231,3b03b42d32e96f80734aeb27a4707573bf869ee21b53fefd4eb8004e1699fab8,hmux4way16,sa1 n89,66,16,54,False,8192,0.7442626953125,0.75341796875,0.9957226347711836,False,False,0,0,0,0.9375,0.6875,0.25,0.875,0.75,0.8125,1.0
232,6423d28796d8bd10bcdf9cf048677cb42df52e8cce26b4e7d18b80ba447d1c99,top,sa1 wire4[0],69,63,102,False,8192,0.5050048828125,0.5050048828125,0.9399651182339921,True,False,1,0,1,1.0,0.625,0.1875,0.3125,0.4375,0.6875,1.0
233,2a8640eef654ed3ddc17a24ecfc940f287f25e857476957115a3f846e9bdec25,forward_unit,sa0 n10,7,1,6,True,128,0.0625,0.5,0.2275238037109375,False,False,0,0,0,0.1875,0.0625,0.0625,0.125,0.3125,0.5,0.125
234,3f961ddd9fa6d6c55e1ab1f279aeb5edd3cb17a12537daba80b1a05a08492c31,fix_hpf_table,sa0 hpf_b1[5],3,64,73,True,8,0.375,0.375,0.847412109375,False,True,0,0,0,0.6875,0.5,0.5625,0.625,0.875,0.75,0.8125
235,c14a070e7d1389b312ac337de3ffa7a76b159824680a74633ad4d86f2e68602c,wideexpr_00388,sa1 y[91],80,128,140,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.875,0.9375,1.0,0.9375,1.0
236,7b103f21fbcff659480e9c87c8221cf3fead3ca5a0d186bc3be0e09695b8d52a,controller,sa0 n46,20,13,44,False,8192,0.9915771484375,0.9915771484375,0.9999999949668881,False,False,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
237,22622efbd9101a0b974edeb6049bfb1df6bd036d50b3d87d0f6bed05a651c86d,m21,sa0 s,17,8,9,False,8192,0.505859375,0.507080078125,0.9403785902395612,True,False,0,0,0,0.75,0.5,0.75,1.0,1.0,1.0,1.0
238,73060e5f642e611c0234800481abc03fdacec4c139fb10b9c123816840dc18f1,wideexpr_00455,sa0 y[3],80,128,155,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.9375,1.0,0.875,1.0,1.0
239,f64bcd5644f8071e2db1fc9114bd9397be6c3a683393b8cb6506fd682566d114,basicgates_dataflow,sa0 y_xor,2,7,7,True,4,0.5,0.5,0.9375,False,True,0,0,0,0.875,0.625,0.375,0.6875,0.875,0.875,1.0
240,7b8e495ec1a62e03abf5b92ec845572f3d90f767d8da8c8de80df3ce10f6998a,top,sa0 wire4[10],66,70,91,False,8192,0.0001220703125,0.4971923828125,0.0004881918503085725,True,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,561a823fa1004a4adbbb6371472ac3a6f6b353635f9442e98b82ca0915a4116b,alu_control,sa1 n11,6,3,8,True,64,0.484375,0.5,0.929313600063324,False,False,0,1,1,1.0,0.5625,0.375,0.625,0.875,1.0,0.9375
242,c2c4aff3da18d1e938f13dedb96fdbc5cc3418342744c99ea1139db33593daf8,debugger_microcode,sa0 d_ron,8,19,42,True,256,0.93359375,0.93359375,0.9999805537518114,False,True,1,1,1,1.0,0.9375,0.75,0.9375,1.0,1.0,1.0
243,045653af6115a912e460478c53a1618884766afc5ed6ae7b4457de361971355d,ccarrylookahead_16_16_16_inoutt,sa0 pa15,33,17,48,False,8192,0.4954833984375,0.4954833984375,0.9352109149935506,True,False,0,1,1,1.0,0.5,0.875,1.0,1.0,1.0,0.9375
244,84bd38ca5946140e5a6dc3e8c3a1f6d282ec9889a6ae082fb0f029c260b1bea2,mux,sa0 sel,65,32,33,False,8192,0.4990234375,0.4990234375,0.9370102863749707,True,False,0,0,0,0.75,0.5,0.75,1.0,1.0,1.0,0.8125
245,383df90cb7ae5a41a52a4580fd130c22a74efd315caf48a8711d4e66e778eef6,top,sa1 n101,53,38,95,False,8192,0.380126953125,0.8748779296875,0.852357628770104,False,False,0,0,0,0.5625,0.5,0.3125,0.4375,0.9375,0.8125,1.0
246,11b6f13e5611dfd89ef4aa3db9da6b9212cac6365d4e7e05b033b8a061c7d3e1,ippcrc_crc12_40b,sa0 n132,52,12,79,False,8192,0.5035400390625,0.5035400390625,0.9392513102860212,False,False,0,1,1,1.0,0.4375,0.4375,0.75,0.75,0.4375,0.9375
247,02fdbd1ce33fe40172d4ea1f70989bffa91d628ac85762db99c61c71dd34d461,top,sa0 n66,54,59,94,False,8192,0.9962158203125,1.0,0.9999999997949371,False,False,1,0,1,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0
248,75b0046400063378eceb538c7786fde5e154d6e9c401995160e844abe1c12fc8,top,sa1 y[51],49,58,69,False,8192,0.500732421875,0.500732421875,0.9378654070603112,False,True,1,0,1,1.0,0.3125,0.5625,0.6875,0.9375,0.9375,0.8125
249,07f5bae02b7683e798d55b01a44cbd69a1c3f7ba059193f6d6de186a5dca053c,cmp,sa1 n60,66,1,56,False,8192,0.0,0.4854736328125,0.0,False,False,0,0,0,0.0,0.0,0.0,0.0625,0.1875,0.25,0.0
250,93142e737673bfec288d38c83af67bd4b68870550af12f76f2e706cfeb5d1dd3,conditional_mux,sa1 i0,3,1,2,True,8,0.25,0.5,0.68359375,True,False,1,0,1,1.0,0.125,0.625,0.5625,0.9375,0.75,0.5625
251,b8957597c717a1a9cbb0a5db17f00850c78348d8e7cc1ab940a46ccc25c92f1e,step_id,sa0 rdy_sub_,10,11,38,True,1024,0.998046875,0.998046875,0.9999999999854481,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
252,3bb68d37da47b7afb11df788fd8b1e5dc699f609add9ca7f346ebd4a651de5ac,debug_interface,sa0 n24,17,8,19,False,8192,0.2349853515625,0.2528076171875,0.6574854663681184,False,False,0,0,0,0.4375,0.125,0.4375,0.875,0.9375,0.875,0.5
253,f2970c2cb20c2962fdcf2464ebb274efdcd3999de27b6af047dd180d98e500bf,id_cr,sa0 n43,13,27,44,True,8192,0.4996337890625,0.999267578125,0.9373166932673305,False,False,0,0,0,0.875,0.5625,0.625,0.8125,0.875,1.0,1.0
254,2ea790508c9f4bb1e64cf2a6940f0dffb65ecd16a1e76657e4813d25dbaa1fba,top,sa0 n43,78,59,89,False,8192,0.9833984375,0.999755859375,0.999999924038093,False,False,0,1,1,1.0,1.0,0.9375,0.9375,0.9375,1.0,1.0
255,9ca9b28b6f6a6ecf75c455cc8854766d7c3a352f5341748a11d8b2659502ea31,or_gate,sa0 y,2,1,1,True,4,0.75,0.75,0.99609375,False,True,0,1,1,1.0,0.6875,0.875,1.0,1.0,1.0,0.9375
256,7dd7b8724d9f5376c0958ad82e8c7673646afa46ce50961ca257e88971f2a06b,cla_adder_32_bit,sa1 n191,65,33,96,False,8192,0.5069580078125,0.5069580078125,0.9409070544814779,False,False,0,1,1,1.0,0.4375,0.625,0.875,1.0,1.0,0.875
257,b1ad24fc5582597bea950898d65e2e3eeb938e258d73928cc2a2186066c9dc2a,top,sa0 x0,11,6,15,True,2048,0.5,0.5,0.9375,True,False,0,1,1,1.0,0.625,1.0,1.0,1.0,0.9375,1.0
258,9bb11db6393ffb5e0896c98edd9e4779dd69dfa64572a263082f82f1f2512ab9,controller,sa1 ld_ac,7,9,19,True,128,0.9375,0.9375,0.9999847412109375,False,True,1,1,1,1.0,0.875,1.0,1.0,1.0,1.0,1.0
259,404d60beca796fb81c72c918cde6aeada8e91e4bb2e8d6d8ccbbdc590c22db4e,ram_io_mux,sa1 ram_or_io_wr,69,34,39,False,8192,0.0604248046875,0.496826171875,0.22066142747290463,True,False,0,0,0,0.0,0.0,0.625,0.625,0.6875,0.6875,0.1875
260,182630dd3f4580ceb1c6357116ae3da4a84ad04b7f7ff1e6ab43f1bc3732ac2d,add_pc_4,sa0 n26,32,32,74,False,8192,1.0,1.0,1.0,False,False,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
261,2bf200336dc5005b847f257af363fa1c2e5f85ade473d5c60da181e354e196f0,immgen,sa0 n58,32,32,68,False,8192,0.9639892578125,0.9827880859375,0.9999983183783525,False,False,0,1,1,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
262,f4312ab10e13ff5cc76fa97b1cc7727217d76409ac23ce77edfafd3ee07187d6,top,sa1 cin,9,5,12,True,512,0.5,0.5,0.9375,True,False,1,0,1,1.0,0.5625,1.0,1.0,1.0,1.0,1.0
263,04cb0e52e5c09fd7f57163957a1e86708d7b26909025c235508937342989dd51,qkt_macro_handler_unit_leftshift_64u_94_4,sa0 n32,6,64,87,True,64,0.875,0.875,0.999755859375,False,False,1,1,1,1.0,0.9375,0.75,0.9375,0.9375,0.9375,1.0
264,3b9eb4016ef634c6da9916291eac9bd8de3b2c32417837a0084946ee21c5f5f7,display,sa0 n43,6,8,35,True,64,0.375,0.875,0.847412109375,False,False,0,0,0,0.5625,0.375,0.5,0.8125,0.8125,0.9375,0.75
265,3b22107170aaa83b1dd95b888d198b04827ec1ab453c30caee192e4c7b14dd23,imm_ext_multi,sa1 n16,27,32,42,False,8192,0.47998046875,0.488525390625,0.926872854381088,False,False,0,0,0,0.75,0.5625,0.375,0.8125,0.875,0.75,1.0
266,dc4fa616c0b54fae6071f8296346b7a95f02da574f54e30ed9f671bc1f016b8f,attenuation_ay,sa1 out[6],5,15,17,True,32,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,b4a904f22be56a9fb3cfea48d9e5cf31a4cdb087830a23151a4c0bd54da1c617,seven_seg_decoder_enable,sa1 n24,5,7,29,True,32,0.4375,0.875,0.8998870849609375,False,False,0,1,1,1.0,0.5,0.8125,0.9375,1.0,1.0,1.0
268,dabc861084baeda845774dcb9db9f2bd1fec829953ed1d3510178b83b4e6e925,alucontrol,sa1 n34,10,4,26,True,1024,0.017578125,0.3125,0.06848018754681107,False,False,0,1,1,1.0,0.0,0.0625,0.0625,0.1875,0.25,0.125
