idx,problem_id,module,fault,pi_bits,po_bits,gates,exact,probe_vectors,uniform_detection,uniform_activation,expected_random_best4,target_is_pi,target_is_po,all_zero,all_one,zero_or_one,constant2_random2_observed,random,greedy,mcts,best_of_n,evolutionary,vector_evolutionary
56,4615ca5eab727edc109b086f955b1afc022204a3c45eaf525c63d8c61980baa8,top,sa1 y_6,48,58,102,False,8192,0.5003662109375,0.5003662109375,0.9376829044012813,False,False,1,1,1,1.0,0.5,0.75,1.0,1.0,1.0,0.9375
57,bd0c8df9c0e0cac67ff87d90f693237671010ff4eec92e8c2a0ae2427351e7a6,expression_00017,sa0 y[75],60,90,142,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.75,0.875,0.875,0.8125,1.0
58,fcca87910dd99b6d30fdeb3419e0fc4ce1c8c089e38e0bebf50d179df776e1d3,onebyfourdemux,sa1 out1,3,4,7,True,8,0.875,0.875,0.999755859375,False,True,1,1,1,1.0,0.875,0.875,1.0,1.0,1.0,1.0
59,45e5c088b2461fa938f34b5ce9553d066fa9eb5152e6ba6b80b07633a94fbbb7,jump_addr,sa0 ir[17],64,32,33,False,8192,0.5020751953125,0.5020751953125,0.938531155857717,True,False,0,1,1,1.0,0.5625,0.625,0.9375,1.0,1.0,1.0
60,df23bb456d62b950d803b340fb3195379ef8ae1bf92af486abe707c6e53c9721,wideexpr_00914,sa1 y[49],80,128,151,False,8192,0.4921875,0.4921875,0.9335012398660183,False,True,1,0,1,1.0,0.5625,0.9375,1.0,1.0,1.0,0.9375
61,68b8c549f6a0bce049b115694bf7a8d3402c805787b9df0963bd5ceb1d6ae706,top,sa1 n121,29,15,67,False,8192,0.6201171875,0.7498779296875,0.9791743493542526,False,False,1,1,1,1.0,0.75,0.5625,0.6875,0.9375,0.9375,1.0
62,412f51fe6c89a0db8991cf53c0171b719823c082e48d4a10b4fb72ed210d93ed,ct_fcnvt_htos_sh,sa0 n99,10,17,66,True,1024,0.873046875,0.99609375,0.9997402392182266,False,False,1,1,1,1.0,0.9375,0.6875,0.9375,1.0,1.0,1.0
63,5bc78c433825f9b67347ce6ab68431104214612a466a9d4a1cabd8a7e33683db,lookahead_carry_unit,sa0 g,9,6,9,True,512,0.6640625,0.6640625,0.9872639738023281,False,True,0,1,1,1.0,0.75,0.4375,0.9375,1.0,1.0,0.9375
64,84f2c3d2feb9172b5c457258c5113e03d624645b8f066b0f5bea1e522c589b22,top,sa0 y[118],47,133,140,False,8192,0.9840087890625,0.9840087890625,0.9999999346078814,False,True,0,1,1,1.0,0.9375,1.0,1.0,1.0,0.9375,1.0
65,30a7b17c0a211a8d64b3ed44e96a4fc77071d2ef562341fde4e4e1b2b70a3587,wideexpr_00873,sa1 y[123],80,128,170,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.8125,0.9375,1.0,0.9375,1.0
66,6833820f4402ccaf1036ceaf17c079dde48546599b975f977291f3b882c90251,wideexpr_00922,sa1 y[37],80,128,173,False,8192,0.498046875,0.498046875,0.9365177005383885,False,True,1,0,1,1.0,0.625,0.4375,0.6875,0.9375,0.9375,0.9375
67,8ac40e0e76ecbeebbc965c1add38feb6944ff6412c0b266eab89b3c41d00ea29,wideexpr_00750,sa0 y[65],80,128,148,False,8192,0.494384765625,0.494384765625,0.9346447314263706,False,True,0,1,1,1.0,0.375,0.4375,0.5625,0.625,0.5,1.0
68,690a15eb9fb94802dcd094d60036712234021ae9a4e21117598c4dc460660e29,wideexpr_00904,sa1 y[98],80,128,159,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.75,1.0,1.0,1.0,1.0
69,3034a4df805b08016bb0ad06e371f4ef1c0fa1fa25041208c508188e2b524f8a,top,sa0 wire3[13],60,62,74,False,8192,0.50048828125,0.50048828125,0.9377437832299051,True,False,0,1,1,1.0,0.75,0.3125,0.5,0.9375,0.875,0.9375
70,bd051ebae3df785208e71091f8f6705c1f86959ef6e7452f331c99326c7e6953,qkt_macro_handler_unit_minus_17u_18s_1,sa0 n6,17,18,47,False,8192,0.9998779296875,0.9998779296875,0.9999999999999998,False,False,0,1,1,1.0,1.0,0.9375,0.9375,0.9375,1.0,1.0
71,1566b85cb00e7ddeb28465e25a60b651032feb2653137640d65e8d3053748a8f,immediate_generator,sa1 n105,32,32,75,False,8192,0.895751953125,0.965087890625,0.9998818940687748,False,False,0,1,1,1.0,0.875,0.75,0.875,0.9375,1.0,1.0
72,13be2219881e16adb798f82edaa6499dcb72d31269b5b2a1cf8c2087a1362c3e,modulo_mux2_1,sa0 out,3,1,2,True,8,0.5,0.5,0.9375,False,True,0,1,1,1.0,0.6875,0.75,1.0,1.0,1.0,0.75
73,c2760ea14bae08b72e1bd96caf12a0bc2ce126cac3ad8b6ec7866dbc3fb25a03,top,sa1 n35,49,34,62,False,8192,0.00390625,0.99267578125,0.015533685451373458,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,f3de8d12be917ac1a1117aee70601c8e89482c9a0d5cddd772c521ff533aa97f,mux,sa0 n92,67,8,55,False,8192,0.449462890625,0.5030517578125,0.9081357797670044,False,False,0,0,0,0.8125,0.75,0.25,0.5625,0.625,0.6875,1.0
75,92321f532974c937b7dd8240f279e402fc14df08da9bb5aecc0b8f76100bd8a2,hex,sa0 n29,4,7,19,True,16,0.6875,0.875,0.9904632568359375,False,False,1,0,1,1.0,0.5625,0.9375,1.0,1.0,1.0,1.0
76,26efd739d756e9e393844f90d55478a77625e438d1b5a980096e1bf3feca6df8,comp,sa1 pi00,32,3,54,False,8192,0.2489013671875,0.4951171875,0.6817357295443782,True,False,1,0,1,1.0,0.1875,0.4375,0.6875,0.8125,0.875,0.4375
77,134e7106e4c5b03bf4bed16f3136d0b75b18836b2151b0eff126c1f18ea6bbaa,ex_102_test_vector_and,sa0 out2,18,11,15,False,8192,0.9974365234375,0.9974365234375,0.9999999999568165,False,True,1,0,1,1.0,1.0,0.75,1.0,1.0,1.0,1.0
78,4fcf29b33be18b5edd96658eefe3dbe707ab8c3760aa21d2e9dff068c8d08dde,top,sa1 y[58],35,64,81,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,1.0,0.9375,1.0,1.0,1.0
79,800a023ffc92f46cb537449fefc4a1936b7e838089d5b69749d65ee86692844e,x2050rad,sa1 n56,108,32,52,False,8192,0.3685302734375,0.492431640625,0.8409952350708527,False,False,0,1,1,1.0,0.375,0.1875,0.5,0.6875,0.625,0.9375
80,35dcbde4738d030931279e861c7e237d199c6d94f99d0b4ff51631ace90629aa,top,sa1 y15,35,16,63,False,8192,0.2525634765625,0.2525634765625,0.687897488677226,False,True,0,0,0,0.375,0.1875,0.0,0.1875,0.25,0.6875,0.625
81,a8e203e14613c4c412a7cfbe4bf5393d8d0d702f4f0653c58391b7cffb3efec6,digit,sa1 n76,8,14,50,True,256,0.375,0.375,0.847412109375,False,False,0,1,1,1.0,0.3125,0.3125,0.5625,0.875,1.0,0.875
82,e56f68109faebd99bd0e01213c4b2e3d6b64ba10479f2cb7813db9c7e580c6e4,adder4,sa1 n5,32,32,74,False,8192,0.501953125,0.501953125,0.9384708553407108,False,False,0,1,1,1.0,0.75,0.25,0.625,0.75,0.8125,1.0
83,1fff695429584d19b334bd0671cb6d7b8190b86a3dd3238278daa93a68bb6581,adder4,sa1 n35,32,32,74,False,8192,1.0,1.0,1.0,False,False,1,0,1,1.0,1.0,0.6875,0.9375,0.9375,1.0,1.0
84,a73ada51f0f177e441b063d39dfb117e25aeec8e365419a359e75bcdc6affb12,expression_00277,sa1 y[84],60,90,134,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.75,0.6875,0.75,0.75,1.0
85,b0b572572de8c38187869af24fa36fd018a0e3edb9ae732b38c458ea4a989559,jump_shiftleft2,sa0 shift_in[2],26,28,29,False,8192,0.5013427734375,0.5013427734375,0.9381686869968922,True,False,0,1,1,1.0,0.5,0.5,0.8125,0.9375,1.0,0.9375
86,14ff81f6e78f719736d35405359ed17005277804d8ca89600974c116c6df54b7,top,sa1 y[4],66,58,110,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.9375,1.0,0.9375,0.9375,1.0
87,4cb17403346a61bfa163945f6e5b4468231c05156319c5b7c2edb38aec0c1855,ccarrylookahead_9_9_9_inoutt,sa0 n53,19,10,27,False,8192,0.49072265625,0.49072265625,0.9327306200711405,False,False,1,0,1,1.0,0.6875,0.5625,0.6875,0.8125,0.8125,0.9375
88,980f3aa13f3ef22116736692860ac7ffade977e2eb67dce1cb9a80bab127681e,incrementor,sa0 n16,32,32,75,False,8192,0.9993896484375,0.9993896484375,0.9999999999998612,False,False,1,0,1,1.0,1.0,0.875,0.75,0.8125,0.875,1.0
89,ad3f61bd0ace813003b6f0af19ccd795e274b02580fca35dcb10740b63d87fcd,control32,sa1 jr,34,18,52,False,8192,0.9998779296875,0.9998779296875,0.9999999999999998,False,True,1,1,1,1.0,1.0,0.8125,0.8125,0.875,0.9375,1.0
90,17de0d610e47d36a86ac0e583e280addedc0861a0f6d50f2b6c1e69f2fd973c7,wideexpr_00401,sa1 y[6],80,128,155,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.4375,0.9375,0.9375,0.875,1.0
91,27aece73161fb97d0b598ef7e72444abcee1bdcd868418c08c32fbb931e2a0fc,fmadd_extender,sa1 extender_output_a[11],66,116,119,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
92,970d56cfb4f51e74cf5a0447cb72f35d45dc834b29273d048b485d8a9bcfe682,ex_forward,sa0 n48,22,4,46,False,8192,0.955810546875,0.9840087890625,0.9999961869323748,False,False,0,0,0,1.0,0.9375,0.75,1.0,1.0,1.0,1.0
93,986eed189bdb410751ae5db04d031156dcf44585f68049a3d40b44996bca2d72,wideexpr_00874,sa0 y_1,80,128,174,False,8192,0.9735107421875,0.9735107421875,0.9999995076440837,False,False,0,1,1,1.0,1.0,0.5,1.0,1.0,0.9375,1.0
94,9ac0704bc59c37ed9c4cf81c2f200262dffc3a25337b0cbc8874363d65abffca,snax_req_handler_equal_1u_26_4,sa1 out1,32,1,11,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,c8dfd5f0d9ca296967d1440fc28d20274fadd0599bb791faefc130f4bfa1e2c6,aq_rtu_int,sa1 int_retire_int_vld,17,6,30,False,8192,0.752685546875,0.752685546875,0.9962589114355147,False,True,1,1,1,1.0,0.8125,0.875,1.0,1.0,1.0,1.0
96,28368fe4581000aa81275e5a83a2eb590520fb63ed5643921a367fdfa021f0eb,w_io_switch_matrix,sa1 e6beg7,48,36,74,False,8192,0.4989013671875,0.4989013671875,0.9369488704491216,False,True,1,0,1,1.0,0.3125,0.375,0.875,0.9375,0.9375,1.0
97,bba9b039805348c5589b775064463ef66bed0f8b3c48b6c7c48174ad03c5dbe2,decode,sa1 n12,9,11,72,True,512,0.3125,0.5,0.7765960693359375,False,False,1,0,1,1.0,0.375,0.25,0.625,0.75,0.6875,0.875
98,87fb0dc411a240c4b678d7013a759e53f0022f37337ed12c1c214c6893e87f56,alu,sa0 n80,11,4,51,True,2048,0.38134765625,0.5,0.8535171941102249,False,False,0,0,0,0.5,0.3125,0.625,0.6875,0.75,0.875,0.75
99,456e915a9a75c10e3bd6c09e42e9d09011902c11890db4122947ccd2fcb8f484,rounder,sa0 n49,32,32,109,False,8192,1.0,1.0,1.0,False,False,1,0,1,1.0,1.0,0.75,0.9375,0.875,0.8125,1.0
100,79b7609bb5baca0a39d7638eae2482b53824d5187ac6d47f4acd8096144d1e09,wideexpr_00991,sa0 y[108],80,128,182,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.875,0.6875,0.875,0.8125,1.0
101,3edb84d85e409f32a592be4aa6e89c713e411bcddcaff09fdd3a960f1e26def4,pcadd4,sa0 n46,33,32,76,False,8192,0.00732421875,0.00732421875,0.028976578647359474,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
102,5f6daeb497c705b2fa62ec5e87e0ad891f350c6ffddb6dc343ed3c4e01539ca5,top,sa1 y[60],29,75,116,False,8192,0.6224365234375,0.6224365234375,0.9796783060969749,False,True,1,1,1,1.0,0.1875,0.9375,1.0,0.9375,1.0,0.9375
103,086994e29931ef7c1d840962b835718c528ee9a178e9be9c3b8d88a5dd0e25af,wideexpr_00979,sa1 y[122],80,128,172,False,8192,0.506103515625,0.506103515625,0.9404963318175952,False,True,1,0,1,1.0,0.5625,0.25,0.5,0.75,0.5,0.9375
104,86d467d11936f117a2a03d7688eeb5ef870f3ed8cf7320ca8037dfe2ef1aecfe,demux2,sa1 sel,17,32,49,False,8192,0.509521484375,0.509521484375,0.9421264723815703,True,False,0,0,0,0.75,0.625,0.875,1.0,1.0,1.0,0.875
105,56138d1dfe19bd8a53d77fe48ec6f1ed10426bb9f697be4011ce5794f87229cf,control,sa0 n52,17,15,48,False,8192,0.9609375,0.984375,0.9999976716935635,False,False,1,1,1,1.0,1.0,0.875,1.0,1.0,1.0,1.0
106,76d76f3dde709f70fe64a7d351c5e0023eccb7085186e170717ce5c394affb04,top,sa0 n59,41,21,52,False,8192,0.051513671875,0.6151123046875,0.19067249400717046,False,False,0,0,0,0.1875,0.0625,0.0625,0.125,0.125,0.125,0.1875
107,4c8fdaad554f7ad2dd715801415baec065a8c69171ca1a48cfcb7b1c479be09d,qkt_macro_handler_hub_n_mux_8_4_107_4,sa1 n31,34,8,30,False,8192,0.49267578125,0.4945068359375,0.9337566356734328,False,False,0,1,1,1.0,0.375,0.25,0.4375,0.6875,0.5625,0.875
108,1eba82d10e98e0a36987d433debba3b9c32822b08d464aa1453325eafcdc67c2,ctrl,sa1 wen,17,15,48,False,8192,0.9937744140625,0.9937744140625,0.9999999984978236,False,True,1,1,1,1.0,0.9375,0.0625,0.25,0.125,0.125,0.0
109,ccaceaac3dc521688e98a674719c827285215afaebabf036712b6653726ac1a6,qkt_macro_handler_unit_add_32sx1u_32s_4,sa1 n11,33,32,78,False,8192,0.4912109375,0.4912109375,0.9329882334850481,False,False,0,1,1,1.0,0.375,0.375,0.625,0.875,0.875,0.875
110,b96dfe8ee3d5a5ebac063150a0a29e7b959f1e3ee452f4373c7a1de3a2484aa7,wideexpr_00174,sa1 y[93],80,128,165,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.75,0.9375,1.0,0.875,1.0
111,cc5999368794b54d4c0b9447264f20c70e2f5d07e5591053e886ddd032f5c080,wideexpr_00257,sa0 y[2],80,128,138,False,8192,0.748779296875,0.748779296875,0.9960168954399329,False,True,0,1,1,1.0,0.8125,0.5625,0.6875,0.9375,0.9375,1.0
112,42050f769a946fa23e3a33a295571e72b364ccf5a3b10da245671ecfb4994619,top,sa0 y[53],45,62,77,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113,56b7b6c94748dfeb772890bd2d925ad8f19341bbfdfbb58cd27f2c7762514f1f,ccarrylookahead_14_14_14_inoutt,sa1 pb13,29,15,42,False,8192,0.5010986328125,0.5010986328125,0.9380475085657947,True,False,1,0,1,1.0,0.6875,0.875,1.0,1.0,1.0,1.0
114,d01003ff38848b5b2d483874ef25e2264c4929d070e1b772160bea958d4f076a,instruction_memory,sa1 n78,8,32,88,True,256,0.84375,0.9375,0.9994039535522461,False,False,1,1,1,1.0,1.0,0.875,1.0,0.875,0.8125,1.0
115,501d7af53b7f98eb4e71888cefb8b23d3ad1591e8a871306ebe5cd485b395335,seg7,sa0 n6,4,7,12,True,16,0.75,0.8125,0.99609375,False,False,1,1,1,1.0,0.6875,0.75,1.0,1.0,1.0,1.0
116,f589f24e223d7580998f9ce1195bb7dfce5d136388e1a4a90577ac7732604540,fpu_fclass,sa1 classification_output[24],18,32,51,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,1.0,1.0,0.9375,0.875,1.0
117,766e47bd816efbeeeffeadb8b0594f1de4c23049ad2571c6d5d8841a1aeb076a,decoder_using_case,sa0 enable,5,16,25,True,32,0.5,0.5,0.9375,True,False,0,1,1,1.0,0.4375,0.9375,1.0,1.0,1.0,0.875
118,e6da04ce93992035437d48c3fc983e62aac30e9e39c4f140d443004cc1ead605,partsel_00032,sa0 y[57],144,128,140,False,8192,0.4964599609375,0.4964599609375,0.9357110937701909,False,True,0,1,1,1.0,0.25,0.625,0.5625,0.8125,0.8125,1.0
119,c1889f188d3cee4fe18447d4d4e1f7213b3f8b00bc004d3725d66517013df883,m_7seg_decoder,sa0 n39,4,7,25,True,16,0.9375,0.9375,0.9999847412109375,False,False,1,1,1,1.0,0.875,1.0,1.0,1.0,1.0,1.0
120,238f03bfcebda9a8c92062adec42fd2bbb011be3d55467a7f5ca64f408aefbc9,cnw,sa1 n87,37,32,72,False,8192,0.7894287109375,0.9366455078125,0.9980339406534247,False,False,0,0,0,0.875,0.6875,0.5625,1.0,0.9375,0.9375,0.9375
121,4b7e83569fdae15a4789a2e62d81d1ef194e69df60f07d3c00af8a4f83152ec7,qkt_macro_handler_hub_add_32sx1u_32s_4,sa1 n40,33,32,78,False,8192,1.0,1.0,1.0,False,False,1,0,1,1.0,1.0,0.875,0.75,1.0,1.0,1.0
122,5d9d3bbad17cc37c1e7c9e6685e8d72419e1814565965f4f56cb5f2b9b596ad7,top_module,sa1 up,16,4,15,True,65536,0.9999847412109375,0.9999847412109375,1.0,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,cf4e8650ad58ee2afcc552a2a555a1cbfade40c6b0523d1f57bb4887551b2ff8,alu,sa0 n56,19,8,72,False,8192,0.0618896484375,0.497314453125,0.22551018158842218,False,False,0,0,0,0.3125,0.125,0.0,0.0625,0.1875,0.1875,0.25
124,b2ff97ae4f6d058491ac970570d4776b4dc5f05badabdf41913af79d81bb7c3a,cripplecarryadder_16_16_16_inoutt,sa0 n104,33,17,48,False,8192,0.49755859375,0.49755859375,0.9362703270389261,False,False,1,0,1,1.0,0.4375,0.8125,0.8125,0.9375,0.9375,1.0
125,4c3383a9eac7c01e99f7c84ed3fadf310217f29ca32e4f84244c9f1a91f3459f,shiftleft2,sa0 out[22],32,32,33,False,8192,0.5009765625,0.5009765625,0.937986852600261,False,True,0,1,1,1.0,0.3125,0.625,0.8125,1.0,1.0,0.875
126,7dcf84f89d27a97b13a4382a74401cc1cb2495d693ab985d0de435f30a497dcf,top,sa1 y[4],72,86,106,False,8192,0.49462890625,0.49462890625,0.9347708694230619,False,True,1,0,1,1.0,0.5,0.125,0.25,0.6875,0.5,0.9375
127,e55f0edbfb3d4ca829b26a569329c094b1e576b3ca0ad13842d6b9b87de1102c,comp_1bit_nor,sa1 n2,2,3,4,True,4,0.5,0.5,0.9375,False,False,0,1,1,1.0,0.5,0.1875,0.375,0.75,0.75,0.875
128,e47f6b249ae53f188af4bcbc3ee5dac7b99e821d6a250f2aa875e25c8e8ad3fe,decoder,sa1 addr[13],32,101,102,False,8192,0.49365234375,0.49365234375,0.9342652196127688,False,True,1,0,1,1.0,0.4375,0.25,0.875,0.75,0.875,0.9375
129,77b7d4cae05cfc780b1863e8a8f64e7847ac3c2f2ef510a1941a5ded348ee601,compressor32,sa0 in1[9],48,34,51,False,8192,0.506591796875,0.506591796875,0.9407312917210753,True,False,0,1,1,1.0,0.4375,0.375,0.5,0.875,0.9375,1.0
130,ac646d42b54e10d5b81f4e2c35af1279c0b70a9947078ca2268a1f3bdd66f316,logic_gates_1,sa0 oor,2,3,4,True,4,0.75,0.75,0.99609375,False,True,0,1,1,1.0,0.6875,1.0,1.0,1.0,1.0,1.0
131,be0beb86df7a24f6a0e3d0da4d40077df5819a74bfe12aa6cdc8a819e2cd37a7,count_leading_zeros,sa0 n48,23,5,30,False,8192,0.4921875,0.4921875,0.9335012398660183,False,False,1,0,1,1.0,0.5,0.5,0.8125,1.0,0.9375,0.9375
132,3746bc4c8e19ca05eda41944527ffb54d12a387ad4a32a99452a75f3fbd30bd0,top,sa0 n77,33,17,48,False,8192,0.253173828125,0.5029296875,0.688915683771878,False,False,0,0,0,0.5625,0.375,0.5,0.5625,0.625,0.4375,0.625
133,dd14ae16fedb7460a9ed729959ebb622c42d61ba5409fdad6e8e2ae19f98953f,control,sa0 n38,11,15,37,True,2048,0.982421875,0.984375,0.9999999045248842,False,False,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,d6d7b3fef0fd6b2bfe887834eee1a56930350e39319db2c89c47d9d27808f592,main_decoder,sa1 alusrc,7,9,19,True,128,0.984375,0.984375,0.9999999403953552,False,True,1,1,1,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
135,c2bfd4617944b344b23d41a810c7b5c67e5bb9e5873be81ac6e223480dcabe83,final_adder_3,sa0 n63,32,16,45,False,8192,0.52392578125,0.52392578125,0.9486312907137631,False,False,1,0,1,1.0,0.75,0.6875,0.875,1.0,1.0,0.9375
136,3512c83b286509718979ee97852c64aaaf84a137d0fc50a830642d6859486e29,tt_um_koggestone_adder,sa1 uio_out[7],19,24,32,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,a1e1c7af199e6f969098f88bcde2af6d103b06d7379c8f3e79ee26b28fec695c,top,sa1 n84,32,6,62,False,8192,0.7574462890625,0.7574462890625,0.9965387601602449,False,False,0,1,1,1.0,0.8125,0.25,0.4375,0.75,0.5,1.0
138,b7d703aadf98988f926e3fba6a98ff94d8dd94497ff4e8a45e5ad83faf3f699e,forwardingunit,sa0 n73,21,6,47,False,8192,0.885009765625,0.9404296875,0.9998251587766127,False,False,1,0,1,1.0,0.875,0.8125,0.9375,0.875,1.0,1.0
139,f35018ab0e88b73930b6867b3f1fcb9d36dd45add45012b4b85c00c118b81561,core_c1_clic,sa1 exception_code[5],6,18,25,True,64,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.9375,0.875,1.0,1.0,1.0
140,68482b886abf5110278dcdbcecdb236fb75278ff19b69ca40103140e663ff3f2,f1_test,sa0 out,20,1,18,False,8192,0.4984130859375,0.4984130859375,0.9367027575254061,False,True,0,1,1,1.0,0.5,0.625,0.9375,0.875,0.75,1.0
141,77bb4669c6609f156f62f74da01cc90bfb9dd21b5a886551e95986e81476c31f,add4,sa1 n5,32,32,77,False,8192,0.5001220703125,0.5001220703125,0.937561012808146,False,False,0,1,1,1.0,0.625,0.75,0.5,0.8125,0.625,1.0
142,eb32d1eef8d087898ee03ee3314803c2831dfdedf5119fa28e6d2e98e52e1834,qkt_macro_handler_hub_sub_32sx5u_32s_4,sa1 n6,37,32,83,False,8192,0.0,0.0,0.0,False,False,0,0,0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0
143,440bf08f7609e3bf27b6c016641b6007ef03efdb9ccbdb4516df0e65e8048ede,lal,sa0 pi15,26,19,48,False,8192,0.2442626953125,0.4979248046875,0.6738003869528908,True,False,0,0,0,0.5,0.3125,0.4375,0.6875,0.8125,0.625,0.75
144,7544b825345781e52185a59bb12cf03214c380fe35eacfd24053aebfd6ce5eca,top_module,sa1 n142,32,8,73,False,8192,0.302001953125,0.5013427734375,0.7626349191571613,False,False,0,0,0,0.375,0.25,0.125,0.3125,0.6875,0.4375,0.625
145,e6e06f42473ef5a6612c2b6ffc1861d320e1eb9b044db4e531993def39af1308,wideexpr_00057,sa1 y_80,80,128,168,False,8192,0.8720703125,0.8720703125,0.999732153882178,False,False,0,1,1,1.0,1.0,0.8125,0.875,1.0,0.9375,1.0
146,c9032aafd39821d161df18b459afd172af297c902d26c55cc39eb92869491b70,control,sa1 branch,7,23,59,True,128,0.875,0.875,0.999755859375,False,True,1,1,1,1.0,1.0,1.0,1.0,0.9375,1.0,1.0
147,5bec87f8751b777e607daa090340087a6c41e106c7c1afb6a1e9ad6f0390c915,top,sa1 y_64,23,98,135,False,8192,0.6259765625,0.6259765625,0.9804297997607136,False,False,1,0,1,1.0,0.5625,0.3125,0.375,0.8125,0.6875,1.0
148,5bf5aeab28165f5dec6a09851d6897da4e6c5a079ac4c57cca596bc687df2af7,twoscompliment,sa0 n44,32,32,90,False,8192,0.9974365234375,0.9974365234375,0.9999999999568165,False,False,0,1,1,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0
149,f0d1a339c38b525b65959589cb94c201eb8bde913df8285775e70bca9ee62b5d,qkt_macro_handler_unit_sub_6sx1u_6s_4,sa1 n9,7,6,14,True,128,0.5,0.5,0.9375,False,False,0,1,1,1.0,0.625,0.75,0.875,1.0,1.0,0.875
150,49037709bbb6331c8f24069246c904161aaf14bba72948dde6c0fcb1715f163a,b_halfadder,sa1 cout,2,2,3,True,4,0.75,0.75,0.99609375,False,True,1,0,1,1.0,0.8125,0.75,0.9375,1.0,1.0,1.0
151,55c3fb0ae13c1456a74d7f462482f1f3533e84acefa5c94d43fea3d578dc75d6,top,sa1 i0_pad,34,10,74,False,8192,0.3087158203125,0.4991455078125,0.7716366149434462,True,False,1,0,1,1.0,0.375,0.625,0.8125,0.6875,0.8125,1.0
152,d3059b9b19065ac171941c9eedc744741c65b72b7865f3fa305584ea30b1739d,ha,sa0 a,2,2,3,True,4,0.5,0.5,0.9375,True,False,0,1,1,1.0,0.375,1.0,1.0,1.0,1.0,0.9375
153,8b57088bf0d44210cfa8b6805ad767d2acafbe15c8a1a16f921ffc5e41026a07,ucode,sa0 n89,19,23,78,False,8192,0.931884765625,0.931884765625,0.9999784733216721,False,False,1,1,1,1.0,0.9375,0.8125,1.0,1.0,1.0,1.0
154,c46ab4f1d6716bd996bab883eeb8453c696abf9484543f5c3d058a8cc49080c0,qkt_macro_handler_unit_add_22sx17u_23s_1,sa1 n4,39,23,72,False,8192,0.489501953125,0.489501953125,0.9320833369759463,False,False,0,1,1,1.0,0.625,0.5625,0.75,0.8125,0.875,0.9375
155,35cdacac01f1af798c903bb928f30115a8a589a068941d4003c656e6f78358fa,top,sa1 y[6],41,57,74,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.9375,0.9375,0.9375,1.0,1.0
156,fcdcd41ebda64b5969bc67b393e89f95e1d1c616c84a7dc682d7ef3782dee402,fa,sa0 n4,3,2,3,True,8,0.5,0.5,0.9375,False,False,1,0,1,1.0,0.375,0.8125,0.875,1.0,1.0,0.9375
157,5b72a38f92af8022fcee2fa3edeb8d0dd37f2cf7b4c44cd7a1430feeab4efa33,top,sa1 y[2],53,45,86,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.5625,0.9375,1.0,0.9375,1.0
158,8351c349246599fa6ebd0e37e1d75d7bcfa5da488bbfbfb68ee25370ccd75939,qkv_macro_handler_unit_add_21sx17u_22s_4,sa1 n5,38,22,69,False,8192,0.9393310546875,0.9393310546875,0.9999864522934698,False,False,1,0,1,1.0,0.875,0.8125,0.875,0.9375,0.875,1.0
159,ffd95e02c5db880d06326572ec469530754e2c2dd244c51becd1d0214d33550d,adder_4,sa1 n10,17,5,14,False,8192,0.6617431640625,0.6617431640625,0.9869085928881949,False,False,0,1,1,1.0,0.5625,0.5,0.875,1.0,0.9375,0.9375
160,d07b711c21dd53b3123a7f536788400548a0a590fd09dccbd7e8b39e7d5f6300,bin2bcd_5b,sa1 bcd[7],5,16,27,True,32,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,0.9375,1.0
161,6a99e63414b5fd13d1d210b0617996a4953b7949365a7b6d20d0939b6991032c,increment_pc,sa1 n33,66,32,77,False,8192,1.0,1.0,1.0,False,False,1,0,1,1.0,1.0,0.875,0.9375,0.875,0.875,1.0
